Budget,Revenue,Title,Average Vote,release_date,Release Year,Starring Actors Popularity
22000000,9479718,Stone,5.2,2010/10/7,2010,3616.366438
14500000,147298761,Romeo + Juliet,6.7,1996/10/31,1996,57.3247938
18339750,92180910,Downfall,7.7,2004/9/8,2004,0
20000000,4001121,I'm Not There.,6.6,2007/10/1,2007,1920.382116
20000000,10337477,Code Name: The Cleaner,4.7,2007/1/5,2007,1173.131555
20000000,121463226,Superbad,7,2007/8/17,2007,0
20000000,22222308,Reign Over Me,7.1,2007/3/23,2007,1857.119025
20000000,117760134,Disturbia,6.6,2007/4/12,2007,2404.63413
20000000,84146832,Premonition,5.8,2007/2/8,2007,2004.386649
20000000,16974459,Death Sentence,6.5,2007/8/31,2007,1649.066823
20000000,86865564,Epic Movie,3.2,2007/1/25,2007,140.3356842
20000000,73276047,The Kite Runner,7.3,2007/10/14,2007,0
6500000,81974493,On Her Majesty's Secret Service,6.5,1969/12/12,1969,0
14000000,19800000,Vampire in Brooklyn,4.5,1995/10/27,1995,1985.948334
14000000,2474000,Jefferson in Paris,5.2,1995/3/31,1995,510.0782413
20500000,10089373,Punisher: War Zone,5.6,2008/12/5,2008,561.5919899
10000000,8801940,Body Double,6.4,1984/10/25,1984,5.448763257
25000000,72629670,The Transporter Refueled,5.2,2015/9/3,2015,11.32133527
25000000,65663276,The Age of Adaline,7.4,2015/4/16,2015,6447.266981
25000000,42972994,Legend,6.7,2015/9/9,2015,224.8222363
25000000,24902723,The 33,6,2015/8/6,2015,2145.637015
16000000,15427192,Drowning Mona,5.4,2000/3/3,2000,1425.204747
16000000,119754278,Road Trip,5.9,2000/5/19,2000,28.20843528
16000000,68411275,Pokémon: Spell of the Unknown,5.9,2000/7/8,2000,0
16000000,20627372,Boys and Girls,5.4,2000/6/16,2000,392.8761703
18000000,65070412,Barbershop 2:  Back in Business,5.6,2004/1/20,2004,827.9070175
18000000,16702864,Catch That Kid,4.9,2004/2/6,2004,293.7415423
11500000,57469467,Pet Sematary,6.4,1989/4/21,1989,0
15000000,46189568,The Big Lebowski,7.8,1998/3/6,1998,828.3207757
15000000,40283321,The Faculty,6.2,1998/12/25,1998,44.43194408
15000000,17507368,Disturbing Behavior,5.5,1998/7/24,1998,0
15000000,46905889,The Object of My Affection,5.6,1998/4/17,1998,27.2271319
15000000,10443316,Home Fries,4.8,1998/11/25,1998,1549.793718
19000000,83258226,Pan's Labyrinth,7.6,2006/5/27,2006,48.5504299
19000000,68673228,Letters from Iwo Jima,7.2,2006/12/19,2006,649.4356049
24000000,70181428,Think Like a Man Too,6.4,2014/6/20,2014,295.8126847
12500000,10725228,Glengarry Glen Ross,7.5,1992/9/15,1992,1563.421409
20000000,27640028,Lakeview Terrace,5.9,2008/9/19,2008,3795.230674
20000000,50907234,Doubt,7,2008/11/27,2008,1471.316135
20000000,64822796,The Bank Job,6.6,2008/2/28,2008,596.6033184
20000000,36620508,My Best Friend's Girl,5.4,2008/9/19,2008,869.4624796
20000000,149281606,Beverly Hills Chihuahua,4.9,2008/10/3,2008,2710.78289
20000000,65569869,Street Kings,6.3,2008/4/10,2008,3759.225929
20000000,41627431,Never Back Down,6.4,2008/3/4,2008,0
20000000,5530764,The Brothers Bloom,6.8,2008/9/9,2008,1414.516796
20000000,7000000,An American Carol,4.1,2008/10/3,2008,202.212073
20000000,20211394,Appaloosa,6.3,2008/9/12,2008,3417.623363
20000000,54586584,Milk,7.1,2008/11/26,2008,2300.256383
14000000,173046663,Scream,7,1996/12/20,1996,203.1386942
3180000,9644124,It's a Wonderful Life,8,1946/12/20,1946,147.3126833
23000000,47351251,Her,7.9,2013/12/18,2013,1931.943874
6244087,638641,The Wild Bunch,7.6,1969/6/17,1969,149.1046914
10000000,57500000,Commando,6.4,1985/10/3,1985,672.8973991
10000000,25754284,The Last Dragon,6.4,1985/3/22,1985,0
25000000,1397284,Jane Got a Gun,5.4,2016/1/1,2016,4860.229517
25000000,15436808,The Infiltrator,6.6,2016/7/13,2016,3943.111135
17000000,1569918,Veronica Guerin,6.8,2003/7/11,2003,1605.223995
17000000,55534455,The Lizzie McGuire Movie,5.7,2003/4/25,2003,0
17000000,63102666,Jeepers Creepers 2,5.5,2003/8/8,2003,91.22608062
7000000,161777836,Live and Let Die,6.4,1973/7/5,1973,0
17500000,38000000,Hotel Rwanda,7.5,2004/9/11,2004,414.1674852
16000000,29381649,Baby Boy,7.4,2001/6/27,2001,0
16000000,66468332,Not Another Teen Movie,5.5,2001/12/7,2001,0
13000000,7820688,Serial Mom,6.4,1994/4/13,1994,86.90675903
5500000,141195658,Thunderball,6.5,1965/12/16,1965,1244.713956
15000000,2856712,eXistenZ,6.7,1999/4/14,1999,463.2610557
15000000,356296601,American Beauty,7.9,1999/9/15,1999,963.1619394
22000000,77112176,Diary of a Wimpy Kid: Dog Days,6,2012/8/2,2012,174.118734
12500000,12281551,True Romance,7.5,1993/9/9,1993,808.4503219
20000000,22942221,Armored,5.5,2009/12/4,2009,2409.575294
20000000,136267476,17 Again,6.1,2009/3/11,2009,424.1955399
20000000,51416464,Daybreakers,6,2009/1/6,2009,2424.809256
20000000,17436509,Capitalism: A Love Story,7,2009/9/6,2009,485.2568905
20000000,34560577,Crank: High Voltage,5.9,2009/4/16,2009,760.5338176
20000000,41596251,Orphan,6.7,2009/7/24,2009,480.4190887
20000000,5210988,Bandslam,5.4,2009/8/6,2009,6.124351522
20000000,17280326,12 Rounds,5.7,2009/3/19,2009,28.84144224
2600000,84300000,Pinocchio,6.9,1940/2/23,1940,0
6500000,12376563,The Andromeda Strain,7,1971/3/12,1971,0
11000000,49797148,Major League,6.6,1989/2/16,1989,435.956096
12000000,37170057,Raising Cain,5.9,1992/8/7,1992,205.4436875
21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,6.3,2011/3/25,2011,91.24002281
21000000,970816,The Beaver,6.3,2011/2/11,2011,4307.505707
17000000,16980098,Win a Date with Tad Hamilton!,5.5,2004/1/23,2004,81.19453998
17000000,129042871,Mean Girls,6.9,2004/4/30,2004,163.3986022
16500000,16942795,House of Sand and Fog,7,2003/12/19,2003,831.9660506
7000000,97572000,The Man with the Golden Gun,6.3,1974/12/1,1974,582.0804117
18000000,1831348,Renaissance,6.7,2006/3/16,2006,520.4550334
18000000,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,2006/11/1,2006,0
6000000,102308889,Butch Cassidy and the Sundance Kid,7.4,1969/9/23,1969,261.3423124
15000000,33771174,Where the Heart Is,6.9,2000/4/27,2000,1573.238395
15000000,5217498,The In Crowd,4.7,2000/7/19,2000,0
15000000,9902115,Whatever It Takes,5,2000/3/31,2000,0
15000000,35007180,The Skulls,5.8,2000/3/31,2000,7.679760601
19000000,18755936,Sex Drive,6,2008/10/16,2008,0
22000000,15400000,Out of the Furnace,6.5,2013/12/6,2013,4231.010552
22000000,43058898,Homefront,6.4,2013/11/27,2013,3102.693966
22000000,24000000,Underdogs,6,2013/7/18,2013,39.58476061
10500000,14144000,Poltergeist III,4.5,1988/6/10,1988,315.6260912
8000000,43000000,Escape from Alcatraz,7.2,1979/6/22,1979,246.69469
20000000,45636368,The Debt,6.3,2010/4/11,2010,435.2273749
20000000,49779728,She's Out of My League,5.9,2010/3/11,2010,0
20000000,136150434,Saw: The Final Chapter,5.8,2010/10/21,2010,808.2925933
20000000,32005248,You Again,6,2010/9/24,2010,4385.244025
20000000,39300000,Alpha and Omega,5.3,2010/9/17,2010,699.0818318
20000000,80547866,Vampires Suck,4.2,2010/8/18,2010,17.67303879
20000000,117224271,Jackass 3D,6.4,2010/10/15,2010,392.9417044
20000000,31327899,Machete,6.3,2010/9/1,2010,928.7063623
20000000,54956140,The Crazies,6.2,2010/2/26,2010,738.4638395
20000000,60072596,Why Did I Get Married Too?,6.1,2010/4/2,2010,269.6776196
20000000,24145613,Let Me In,6.7,2010/10/1,2010,75.38330784
20000000,65464324,The American,5.8,2010/8/31,2010,3585.553582
20000000,346594,The Tempest,6,2010/12/10,2010,311.287326
22500000,15520023,The Water Diviner,6.8,2014/12/25,2014,3035.160294
14000000,72527595,Urban Legend,5.6,1998/9/25,1998,1.043061604
11000000,48572000,Tremors,6.6,1990/1/19,1990,186.807031
21000000,205738714,Silver Linings Playbook,6.9,2012/9/8,2012,4039.190325
4000000,14400000,Trapeze,6.4,1956/5/30,1956,190.1122379
7000000,470654000,Jaws,7.5,1975/6/18,1975,562.5827776
17500000,19179969,Beerfest,5.8,2006/8/25,2006,33.75862617
18000000,26527510,Mongol: The Rise of Genghis Khan,6.5,2007/9/20,2007,0
18000000,57096190,The Mist,6.7,2007/11/21,2007,382.5182768
13000000,9789900,Faithful,4.8,1996/4/3,1996,62.32953029
15000000,20117339,Mulholland Drive,7.6,2001/5/16,2001,6.853433598
15000000,23000,All The Queen's Men,6.1,2001/10/14,2001,224.4309901
15000000,274925095,Spirited Away,8.3,2001/7/20,2001,0
15000000,12000000,Knockaround Guys,5.9,2001/9/7,2001,34.66352054
22000000,15447154,Before I Go to Sleep,6.2,2014/9/3,2014,2000.58914
22000000,67800064,Son of God,5.9,2014/2/28,2014,0
22000000,88880821,The Hundred-Foot Journey,7.3,2014/8/6,2014,415.7008374
20000000,30426096,What's Your Number?,6.2,2011/9/30,2011,1203.929974
20000000,216197492,Bad Teacher,5.4,2011/5/16,2011,7379.311813
20000000,17479,5 Days of War,5.8,2011/4/14,2011,1900.546489
20000000,4634062,Dylan Dog: Dead of Night,4.5,2011/3/16,2011,487.213049
20000000,177243185,The Descendants,6.7,2011/9/9,2011,3580.467841
20000000,17425000,Monte Carlo,6,2011/7/1,2011,110.2266182
14000000,18535191,An Ideal Husband,6.3,1999/4/15,1999,141.1706151
11000000,2807854,Return to the Blue Lagoon,5.1,1991/8/2,1991,0
11000000,34872033,Freddy's Dead: The Final Nightmare,5.1,1991/9/5,1991,377.2980728
23000000,46152800,Eddie the Eagle,7.2,2016/2/26,2016,4449.806903
17000000,374743,Southland Tales,5.2,2006/5/15,2006,957.322369
17000000,9500000,Running Scared,7,2006/1/6,2006,835.7614011
17000000,57103895,Smokin' Aces,6.4,2006/12/9,2006,302.3397694
17000000,7314027,American Dreamz,4.9,2006/3/4,2006,1924.990864
16000000,109502303,Sideways,6.9,2004/10/22,2004,343.7507032
16000000,14822346,Soul Plane,4.7,2004/5/28,2004,598.2057725
16000000,12,The Cookout,4.6,2004/9/3,2004,20.83249156
18000000,25739015,RockNRolla,6.9,2008/9/4,2008,421.7916831
18000000,382174,The Informers,4.4,2008/11/5,2008,1144.255159
18500000,31912793,The Invention of Lying,6,2009/9/13,2009,612.1940963
11500000,3275585,Romeo Is Bleeding,5.7,1993/9/13,1993,868.1858447
11500000,23237911,The Remains of the Day,7.5,1993/11/5,1993,1083.789681
15000000,52970014,Big Fat Liar,5.6,2002/2/8,2002,276.0273074
15000000,13060843,25th Hour,7.2,2002/12/16,2002,370.4425741
15000000,9237470,Dark Blue,6.5,2002/12/14,2002,741.2020064
19000000,49830607,The Switch,5.9,2010/5/11,2010,2763.989267
19000000,29922472,Leap Year,6.4,2010/1/8,2010,1248.351638
16800000,2281089,Fur: An Imaginary Portrait of Diane Arbus,5.8,2006/8/30,2006,1512.344452
12500000,1227324,The Funeral,7.3,1996/1/26,1996,355.2164559
20000000,1969193,The Iceman,6.4,2012/9/1,2012,973.7600357
20000000,32204030,Lockout,5.8,2012/4/12,2012,839.7488926
20000000,52302796,Silent Hill: Revelation 3D,5,2012/10/10,2012,963.4471317
20000000,16863583,The Cold Light of Day,4.8,2012/4/4,2012,4218.620979
14000000,38574362,Urban Legends: Final Cut,4.4,2000/9/19,2000,0
14000000,5108820,Gossip,5.5,2000/4/21,2000,29.47130473
3000000,9012000,Red River,7.3,1948/8/26,1948,0
11000000,64088552,My Cousin Vinny,7.3,1992/3/13,1992,1168.557693
12716953,18814720,Mr. Nice Guy,6.3,1997/1/31,1997,59.58385121
10000000,40485039,Bill & Ted's Excellent Adventure,6.7,1989/2/17,1989,0
19100000,5728213,The Devil's Double,6.5,2011/2/11,2011,28.51339225
18000000,36133014,Love Happens,5.6,2009/9/18,2009,2132.732446
13000000,8026971,Woo,5.5,1998/5/8,1998,357.6112058
13000000,27007143,The Big Hit,6.1,1998/4/24,1998,367.0907469
13000000,16757163,54,5.5,1998/8/28,1998,222.286077
2627000,5363000,A Guy Named Joe,6,1944/3/1,1944,82.17092497
6000000,245066411,The Godfather,8.4,1972/3/14,1972,72.19639578
19000000,35387212,A Very Harold & Kumar Christmas,6,2011/11/4,2011,100.1902579
19000000,2570000,Legend of a Rabbit,3,2011/1/1,2011,579.4481014
19000000,6928068,Take Me Home Tonight,6.2,2011/3/4,2011,1203.929974
22000000,63647656,"Hail, Caesar!",5.7,2016/2/5,2016,4562.577359
8000000,21028755,Creepshow,6.7,1982/11/12,1982,61.26648344
20000000,47241945,Texas Chainsaw 3D,5.3,2013/1/3,2013,261.8492181
20000000,78378744,Scary Movie 5,4.6,2013/4/11,2013,276.4017987
20000000,46089287,The World's End,6.7,2013/7/18,2013,1579.523431
20000000,16549477,Battle of the Year,5.9,2013/9/21,2013,79.83400687
20000000,27187375,Khumba,5.8,2013/7/18,2013,3745.567223
20000000,187000000,12 Years a Slave,7.9,2013/10/18,2013,1551.222431
20000000,24261569,Trance,6.5,2013/3/27,2013,980.7130547
14000000,10424470,Head Over Heels,5.3,2001/2/2,2001,267.9568309
11000000,30000000,What's Eating Gilbert Grape,7.5,1993/12/17,1993,110.6646183
12000000,4939939,Girl 6,5.7,1996/3/22,1996,31.57598271
12000000,41205099,Happy Gilmore,6.5,1996/2/16,1996,0
13500000,7060876,Quills,6.8,2000/11/22,2000,3370.498925
10000000,16153593,Mo' Better Blues,6.3,1990/8/3,1990,60.1537316
2280000,83320000,Fantasia,7.2,1940/11/13,1940,0
16500000,37311672,Becoming Jane,6.9,2007/3/2,2007,922.1583791
16500000,13620075,Sydney White,6,2007/9/21,2007,120.2453116
18000000,871279,Carlos,6.7,2010/5/19,2010,29.44203617
18000000,35692920,127 Hours,7,2010/11/5,2010,2399.030847
13000000,27500000,Dick,5.7,1999/8/4,1999,491.2477616
13000000,22863596,Being John Malkovich,7.3,1999/9/30,1999,1812.633643
15500000,1237615,Slow Burn,5.5,2005/9/12,2005,466.1575041
15000000,14867514,Raise Your Voice,6,2004/8/10,2004,169.4760943
15000000,29331068,Confessions of a Teenage Drama Queen,5.1,2004/2/17,2004,227.1397139
20000000,11110975,Inherent Vice,6.5,2014/12/25,2014,3721.171716
20000000,100525432,Tammy,5,2014/7/2,2014,1003.817644
20000000,66787908,Selma,7.4,2014/12/25,2014,600.1545784
20000000,34077920,Endless Love,6.7,2014/2/12,2014,790.3627681
20000000,12007070,A Most Violent Year,6.5,2014/12/30,2014,1140.000365
14000000,6413915,Slackers,5.4,2002/2/1,2002,91.22133936
14000000,25482931,All About the Benjamins,5.8,2002/3/8,2002,655.5280132
8200000,80035402,Footloose,6.4,1984/2/17,1984,32.69257954
12000000,39673162,Jackie Brown,7.3,1997/12/24,1997,1510.98565
19800000,41296320,This Is Where I Leave You,6.5,2014/9/10,2014,1397.675732
17000000,20455276,My Life in Ruins,5.6,2009/2/6,2009,1258.274658
17000000,29536299,Brooklyn's Finest,6.2,2009/1/16,2009,1961.937762
17000000,14899417,Away We Go,6.7,2009/6/5,2009,142.2261293
16000000,18928871,A Mighty Heart,6.7,2007/1/1,2007,2129.669015
16000000,2849142,Things We Lost in the Fire,6.7,2007/9/26,2007,2488.866577
18000000,47088990,Soul Surfer,6.9,2011/4/8,2011,2160.483742
13000000,73180723,"Dude, Where’s My Car?",5.2,2000/12/15,2000,421.3497886
15000000,15785148,Kiss Kiss Bang Bang,7.2,2005/9/5,2005,2203.725434
15000000,85306374,Match Point,7.3,2005/10/26,2005,173.8493514
15000000,51053787,Hoodwinked!,5.9,2005/12/16,2005,1457.158144
15000000,47175038,The Wedding Date,6.2,2005/2/4,2005,454.2508794
15000000,46770602,Land of the Dead,6,2005/6/24,2005,1216.127666
15000000,12036149,The Three Burials of Melquiades Estrada,7,2005/11/17,2005,3735.110299
5000000,5321508,Once Upon a Time in the West,8.1,1968/12/21,1968,4.595450421
8000000,69821334,Splash,6.1,1984/3/9,1984,0
8000000,27187653,A Passage to India,6.9,1984/12/14,1984,303.1073424
8000000,90815558,The Karate Kid,6.9,1984/6/22,1984,90.21760468
20000000,88346473,Spotlight,7.8,2015/11/6,2015,2600.344418
20000000,43967255,Max,6.8,2015/6/26,2015,324.1945598
20000000,6420319,Little Boy,7,2015/4/23,2015,205.0269696
20000000,36606743,Burnt,6.3,2015/10/2,2015,2208.887928
9000000,44196684,Child's Play,6.3,1988/11/8,1988,0
12800000,40031879,Dancer in the Dark,7.6,2000/5/17,2000,549.8122434
11000000,2832826,The Perez Family,6.6,1995/5/12,1995,379.9530629
11000000,39363635,Dead Man Walking,7.3,1995/12/29,1995,227.4813181
12000000,12902790,Living Out Loud,5.3,1998/10/30,1998,1476.796209
12000000,22921898,Rounders,6.9,1998/9/11,1998,481.1718734
13500000,29027914,Far from Heaven,6.9,2002/9/1,2002,591.6741494
4000000,8200000,The Misfits,6.8,1961/1/1,1961,2323.597077
10000000,32101000,The Lawnmower Man,5.4,1992/3/5,1992,0
10000000,50752337,The Mighty Ducks,6.4,1992/10/1,1992,102.0934768
16000000,50007546,The Women,4.6,2008/9/12,2008,966.3188668
13000000,16929123,Crazy/Beautiful,6.6,2001/6/29,2001,695.499288
13000000,91038276,Save the Last Dance,6.3,2001/1/12,2001,87.40127794
15000000,66966987,When a Stranger Calls,5.4,2006/2/3,2006,36.52545008
15000000,10903846,Black Snake Moan,6.6,2006/12/8,2006,3745.331713
15000000,21000000,Flicka,6.1,2006/10/20,2006,119.5124805
15000000,123384128,The Queen,6.8,2006/9/15,2006,773.3173331
15000000,76286096,United 93,6.9,2006/4/28,2006,0
15000000,49469904,Notes on a Scandal,6.9,2006/12/25,2006,1699.38202
15000000,69623713,The Hills Have Eyes,6.1,2006/3/10,2006,113.7896251
10500000,123509,There Goes My Baby,8.5,1994/9/2,1994,0
19500000,34854990,Secret in Their Eyes,6.2,2015/10/14,2015,4051.049959
2000000,4000000,Alexander's Ragtime Band,4.8,1938/5/24,1938,0
8500000,32222567,The Lost Boys,6.8,1987/7/31,1987,210.3360505
20000000,183936074,Bad Moms,6.3,2016/7/28,2016,2204.832612
20000000,21164799,Fifty Shades of Black,4.3,2016/1/28,2016,790.4968043
20000000,207945075,Me Before You,7.6,2016/6/2,2016,458.0875666
20000000,83707310,Nerve,7.1,2016/7/27,2016,212.6825439
20000000,46069568,Risen,5.7,2016/2/19,2016,324.7032873
20000000,12639297,Triple 9,5.6,2016/2/19,2016,1683.672157
12000000,36450736,Baby Geniuses,3.3,1999/3/12,1999,2355.38372
12000000,21133087,Stir of Echoes,6.5,1999/9/10,1999,1380.373684
12000000,21001563,Tea with Mussolini,5.8,1999/3/25,1999,17.11937196
2361000,6892000,Bathing Beauty,7,1944/7/1,1944,0
17000000,43165571,Beastly,6,2011/1/21,2011,29.8220494
17000000,24922237,Fright Night,6,2011/8/18,2011,1174.867471
16000000,47801389,Hachi: A Dog's Tale,7.7,2009/6/13,2009,1961.937762
16000000,31556061,Jennifer's Body,5.3,2009/9/18,2009,915.638974
16000000,76514050,The Unborn,4.8,2009/1/9,2009,1633.96118
16000000,11301649,Tidal Wave,6.5,2009/6/6,2009,0
18000000,20275812,Labor Day,6.7,2013/12/27,2013,3465.816779
18000000,7972967,Metallica: Through the Never,6.7,2013/9/25,2013,164.732846
18000000,10501938,Getaway,4.9,2013/8/29,2013,1594.908731
18000000,22309223,The Railway Man,6.7,2013/12/26,2013,1047.73288
18000000,99206215,Blue Jasmine,7,2013/7/25,2013,3429.984261
13000000,97837138,Phone Booth,6.7,2002/9/9,2002,493.4031458
13000000,37664855,Halloween: Resurrection,4.5,2002/7/1,2002,976.2989055
14200000,674918,Manderlay,6.9,2005/5/16,2005,1403.169356
5500000,15700000,High Plains Drifter,7.4,1973/4/19,1973,226.7379657
5500000,159616327,The Sting,7.9,1973/12/25,1973,626.0861478
15000000,55184721,Why Did I Get Married?,6.1,2007/10/12,2007,215.5483785
15000000,7938872,Funny Games,6.3,2007/10/20,2007,1092.203118
15000000,30226144,The Great Debaters,6.9,2007/12/27,2007,2779.256204
15000000,56255142,Into the Wild,7.8,2007/9/11,2007,292.4531601
15000000,20380,The Good Night,5.7,2007/1/25,2007,1441.010781
15000000,64238440,28 Weeks Later,6.5,2007/4/26,2007,890.0010101
15000000,22730842,U2 3D,6.7,2007/5/19,2007,0
8000000,52287414,Stand by Me,7.8,1986/8/22,1986,83.97729621
14000000,178043761,Brokeback Mountain,7.5,2005/9/2,2005,824.5191246
14000000,32645546,Because of Winn-Dixie,6.1,2005/2/18,2005,575.730842
12000000,15250000,Brother,6.8,2000/9/9,2000,65.18560372
4000000,11744471,The Great Escape,7.8,1963/6/20,1963,0
10000000,29392418,A Low Down Dirty Shame,6,1994/11/23,1994,321.1491094
17000000,127730736,The Woman in Black,6.1,2012/2/1,2012,6634.639578
17000000,73244881,To Rome with Love,5.6,2012/4/20,2012,1283.386193
17000000,115350426,Pitch Perfect,7.3,2012/9/28,2012,240.7487407
17000000,9627492,The Apparition,4.5,2012/8/23,2012,0
17500000,7018189,Black Nativity,5.8,2013/11/27,2013,1108.244218
18000000,266586800,The Prince,4.6,2014/8/22,2014,5828.373414
18000000,268157400,Neighbors,6.2,2014/5/8,2014,1518.054042
18000000,25312387,And So It Goes,5.7,2014/7/20,2014,1822.997513
18000000,103215094,Birdman,7.4,2014/8/27,2014,2035.060086
15000000,317000,The Yellow Handkerchief,6.4,2008/12/17,2008,359.0735915
15000000,377910544,Slumdog Millionaire,7.6,2008/5/12,2008,0
15000000,96408652,Vicky Cristina Barcelona,6.7,2008/8/15,2008,602.9338087
15000000,34533783,In Bruges,7.4,2008/2/8,2008,1974.690676
15000000,5926410,Transsiberian,6.5,2008/1/18,2008,231.7521922
15000000,42000000,The Hurt Locker,7.2,2008/10/10,2008,67.16794066
15000000,3533227,The Midnight Meat Train,6,2008/8/7,2008,116.011082
15000000,8762890,The Rocker,5.6,2008/8/20,2008,254.4401495
19000000,140752617,Sausage Party,5.6,2016/7/11,2016,2868.233136
2000000,9172000,Boom Town,6.5,1940/8/30,1940,3979.563231
12500000,23367586,Antwone Fisher,6.7,2002/12/19,2002,0
3500000,12800000,The Nun's Story,7.4,1959/6/18,1959,0
6500000,31899000,Dressed to Kill,6.8,1980/6/25,1980,155.6155129
12000000,31155435,How High,6.3,2001/12/21,2001,0
